system:time_start,constant_max,constant_mean,constant_min
"Sep 5, 2020",27.312,0.397,-0.039
"Sep 6, 2020",336.875,0.184,-104.583
"Sep 8, 2020",55.164,0.353,-90.395
"Sep 10, 2020",0.885,0.313,-0.023
"Sep 11, 2020",0.848,0.287,-0.017
"Sep 13, 2020",0.678,0.227,0.105
"Sep 15, 2020",0.871,0.333,-0.036
"Sep 18, 2020",0.826,0.309,-0.031
"Sep 23, 2020",659.286,0.441,-79.706
"Sep 25, 2020",0.622,0.185,-0.003
"Oct 3, 2020",0.464,0.229,0.005
"Oct 10, 2020",1.048,0.305,-0.012
"Oct 11, 2020",,,
"Oct 16, 2020",0.551,0.229,-0.033
"Oct 18, 2020",,,
"Oct 20, 2020",25,0.291,-53.5
"Oct 23, 2020",2.505,0.259,-17.045
"Oct 30, 2020",151.25,0.308,-142
"Oct 31, 2020",0.452,-0,-0.201
"Nov 4, 2020",0.77,0.259,-0.063
"Nov 5, 2020",0.666,0.239,-0.05
"Nov 7, 2020",0.355,0.098,-0.086
"Nov 9, 2020",0.875,0.297,-0.06
