system:time_start,constant_max,constant_mean,constant_min
"Oct 15, 2020",0.242,0.11,0.036
"Oct 15, 2020",0.232,0.109,0.035
"Oct 18, 2020",0.64,0.326,0.075
"Oct 18, 2020",0.618,0.33,0.067
"Oct 23, 2020",0.282,0.141,0.031
"Oct 30, 2020",0.417,0.237,0.103
"Oct 30, 2020",0.399,0.229,0.089
"Nov 4, 2020",5.349,0.12,-2.88
"Nov 4, 2020",6.748,0.118,-4.879
"Nov 7, 2020",,,
"Nov 9, 2020",,,
"Nov 9, 2020",,,
"Nov 17, 2020",61.939,0.17,-517.143
"Nov 17, 2020",706,0.344,-20.32
"Nov 19, 2020","52,917,295,621,603.28","6,477,134,949.985","-11,258,999,068,426.25"
"Nov 19, 2020",240,-0.047,-145
"Nov 22, 2020",0.746,0.304,0.022
"Nov 22, 2020",0.729,0.304,0.012
"Nov 27, 2020",0.842,0.329,-0.039
"Nov 27, 2020",0.85,0.336,-0.046
